i_node,j_node,OD
0,1,99.72405016399999
0,2,110.63205012300003
0,3,87.74505021
0,4,68.42735031099996
0,5,71.824050312
0,6,4.652250007000001
0,7,37.87985005100001
0,8,786.585500871
0,9,175.83450024100003
0,10,52.013900114999984
0,11,106.81430000199998
0,12,7.134050015
0,13,225.66395067699997
0,14,12.594100051000003
0,15,58.297800089000006
0,16,92.47665043100002
0,17,1.8282500069999998
0,18,131.86650017999995
0,19,27.307800057999998
0,20,78.70355008299998
0,21,59.13355005299998
0,22,106.54330027699997
0,23,1596.1565010810007
0,24,310.52520094799996
0,25,88.05160039299999
0,26,13.051650029000003
0,27,1.9921000019999997
0,28,87.07790017499995
0,29,908.3268510300004
0,30,179.32825007800002
0,31,7.690550033000001
0,32,11.025800014999998
0,33,1390.339601365999
0,34,85.59130010900003
0,35,1291.9067009039998
0,36,427.51570019699994
0,37,69.33625006199998
0,38,6.252400026000001
0,39,158.32110016000001
0,40,207.678250598
0,41,11.514100019999999
0,42,55.13965005899996
0,43,87.55665009600003
0,44,324.8733004659998
0,45,69.861650096
0,46,51.771800244000005
0,47,50.772700082
0,48,132.98095018600003
0,49,37.684000033000004
0,50,156.79735010400003
0,51,75.79625012700002
0,52,57.57705009799999
0,53,1119.4848005489996
0,54,7.3592000109999995
0,55,2.389450002
0,56,34.35655
0,57,5.190550008999999
0,58,247.71660026900003
0,59,66.531150158
1,0,67.76325005099999
1,2,36.238799996
1,3,51.85090003199999
1,4,338.0227009999999
1,5,8.060900551000001
1,6,33.115750042
1,7,2.2254499999999995
1,8,209.417699936
1,9,18.696150003999996
1,10,95.67810012099997
1,11,9.636899999999997
1,12,5.9756000060000005
1,13,72.49164999199996
1,14,40.112800117
1,15,481.0965999409997
1,16,569.1377016490001
1,17,17.269750050999995
1,18,10.156700001999996
1,19,42.821850054999985
1,20,78.20104999800003
1,21,1.1201
1,22,810.738200854
1,23,160.27229992800005
1,24,19.169999999
1,25,3.0414002069999997
1,26,17.360550006999997
1,27,1.0296500000000002
1,28,20.002450005
1,29,65.63569999200003
1,30,4.2019
1,31,44.95525013299999
1,32,1.44515
1,33,20.217650010999993
1,34,63.058449984
1,35,68.573449994
1,36,35.29099999900002
1,37,8.9016
1,38,26.35025007899999
1,39,52.085799998
1,40,15.902100576999999
1,41,3.73305
1,42,144.28574996100005
1,43,48.78859999599999
1,44,35.819849991
1,45,2.00445
1,46,262.649700791
1,47,32.218900002000005
1,48,641.1708999319999
1,49,58.60925003299999
1,50,8.393199999999998
1,51,699.0164499449997
1,52,6.9612
1,53,26.993350001
1,54,57.317099995999996
1,55,0.2745
1,56,72.32015000000001
1,57,2.8537
1,58,211.544499939
1,59,69.72125004899999
2,0,76.474600076
2,1,31.315000015000003
2,3,144.62415024900002
2,4,23.902500073
2,5,47.68610010899999
2,6,3.859450007
2,7,87.90174999800001
2,8,335.32880012299995
2,9,64.359249998
2,10,73.00260014900002
2,11,111.61790000000003
2,12,5.119850008
2,13,119.18355010900001
2,14,1.877000003
2,15,51.175200024999995
2,16,24.922050085999995
2,17,0.918900003
2,18,112.80929999500002
2,19,43.462500085000016
2,20,944.0461003899998
2,21,137.03449999299997
2,22,20.038150032999994
2,23,63.99195002899999
2,24,75.43865006800002
2,25,62.269800145
2,26,13.505500020999998
2,27,4.5388
2,28,209.981950212
2,29,54.302350020999995
2,30,216.3377999960001
2,31,1.2382000030000002
2,32,44.447600022999985
2,33,161.0085500880001
2,34,71.86240003200001
2,35,60.560050036
2,36,510.730500055
2,37,474.6135001020002
2,38,2.149300008
2,39,26.600250006000003
2,40,68.966300127
2,41,18.55185001
2,42,36.86580001400001
2,43,285.20505012700005
2,44,71.639300045
2,45,106.97879999499999
2,46,16.357950058000004
2,47,89.53260005799997
2,48,133.01745006600004
2,49,45.145350039
2,50,653.6183999709999
2,51,45.33170002800001
2,52,184.32350010699992
2,53,237.48895004000002
2,54,3.1882500009999997
2,55,6.61175
2,56,7.06785
2,57,4.2065000029999995
2,58,368.1903001549997
2,59,100.26405017299999
3,0,17.121050000000004
3,1,21.003899927
3,2,77.063449789
3,4,16.16829817
