node_id_from,node_id_to,cost,cost_0,alpha,beta,long_from,lat_from,long_to,lat_to,flow_capacity
31,0,1.7879999928,1.7879999928,1.0,5.0,151.08928826174503,-33.94249872021191,151.07060017216847,-33.897441548575976,3000.0
47,0,1.7970000099,1.7970000099,1.0,5.0,151.03488791544868,-33.92663578278061,151.07060017216847,-33.897441548575976,9023.16602246687
64,0,2.6619999977999997,2.6619999977999997,0.55,5.5,151.07819808393887,-33.860820246385494,151.07060017216847,-33.897441548575976,6664.75095766504
77,0,3.504000003,3.504000003,1.0,5.0,151.14159647604734,-33.887772371968516,151.07060017216847,-33.897441548575976,4408.23970179551
0,31,1.7879999928,1.7879999928,1.0,5.0,151.07060017216853,-33.89744154857599,151.08929865239583,-33.94251800732413,3000.0
10,31,4.104000036,4.104000036,1.0,5.0,151.03174481635352,-33.96923503566577,151.08929865239583,-33.94251800732413,2640.35087449985
12,31,4.1559999776,4.1559999776,1.0,5.0,151.14026571835757,-33.9587068950017,151.08929865239583,-33.94251800732413,5880.01594370754
47,31,3.074785724536225,3.074785724536225,0.55,5.5,151.03488791544868,-33.92663578278061,151.08929865239583,-33.94251800732413,5317.36525861276
61,31,3.279999976,3.279999976,0.1,6.0,151.15463584256437,-33.93737528093051,151.08929865239583,-33.94251800732413,3000.0
69,31,3.8640000108,3.8640000108,1.0,5.0,151.11730271852275,-33.998145263485526,151.08929865239583,-33.94251800732413,2406.8322969995397
77,31,3.2760000095999997,3.2760000095999997,1.0,5.0,151.14159647604734,-33.887772371968516,151.08929865239583,-33.94251800732413,2000.0
0,47,1.7970000099,1.7970000099,1.0,5.0,151.07060017216853,-33.89744154857599,151.0349240759647,-33.92661996502608,9023.16602246687
7,47,7.7039999975999995,7.7039999975999995,1.0,5.0,151.02106419929135,-33.831086421927466,151.0349240759647,-33.92661996502608,3000.0
10,47,3.4199999639999996,3.4199999639999996,1.0,5.0,151.03174481635352,-33.96923503566577,151.0349240759647,-33.92661996502608,2168.4210508956603
31,47,3.08437688977976,3.08437688977976,0.55,5.5,151.08928826174503,-33.94249872021191,151.0349240759647,-33.92661996502608,5295.23223441232
45,47,3.561925876448775,3.561925876448775,0.55,5.5,150.98264512934995,-33.949415277894765,151.0349240759647,-33.92661996502608,6466.859763546459
65,47,7.78799997,7.78799997,1.0,5.0,150.96479774444683,-33.89207389684701,151.0349240759647,-33.92661996502608,3000.0
0,64,2.6619999977999997,2.6619999977999997,0.55,5.5,151.07060017216853,-33.89744154857599,151.07817152219232,-33.8608051470459,6664.75095766504
7,64,2.2880000320000002,2.2880000320000002,0.55,5.5,151.02106419929135,-33.831086421927466,151.07817152219232,-33.8608051470459,6667.30768139053
23,64,6.785999974,6.785999974,0.55,5.5,151.10109300778302,-33.814963993221305,151.07817152219232,-33.8608051470459,5116.24999894375
77,64,3.72,3.72,1.0,5.0,151.14159647604734,-33.887772371968516,151.07817152219232,-33.8608051470459,3000.0
0,77,3.504000003,3.504000003,1.0,5.0,151.07060017216853,-33.89744154857599,151.14158328084915,-33.88781841586468,4408.23970179551
31,77,3.2760000095999997,3.2760000095999997,1.0,5.0,151.08928826174503,-33.94249872021191,151.14158328084915,-33.88781841586468,2000.0
32,77,4.607999994,4.607999994,1.0,5.0,151.1468026560306,-33.840722296181006,151.14158328084915,-33.88781841586468,2000.0
54,77,1.7760000066000001,1.7760000066000001,1.0,5.0,151.17551168520993,-33.88006510360571,151.14158328084915,-33.88781841586468,9045.77465521367
61,77,4.0679999892000005,4.0679999892000005,1.0,5.0,151.15463584256437,-33.93737528093051,151.14158328084915,-33.88781841586468,1356.93215374997
64,77,3.72,3.72,1.0,5.0,151.07819808393887,-33.860820246385494,151.14158328084915,-33.88781841586468,3000.0
30,1,3.848993949173153,3.848993949173153,0.7000000000000001,5.333333333333333,150.70153628087286,-33.767386156881635,150.65954033838685,-33.764635884256705,8130.681370045781
37,1,15.1440001368,15.1440001368,1.0,5.0,150.68069821994774,-33.868249541545914,150.65954033838685,-33.764635884256705,1049.9207621481
1,30,3.8604961422120336,3.8604961422120336,0.7000000000000001,5.333333333333333,150.65954033838685,-33.76463588425669,150.70153628087283,-33.767386156881635,8151.3607214981
37,30,11.268000048,11.268000048,1.0,5.0,150.68069821994774,-33.868249541545914,150.70153628087283,-33.767386156881635,1099.0415341893902
38,30,6.059711784596271,6.059711784596271,0.55,5.5,150.79178906392266,-33.78818059606899,150.70153628087283,-33.767386156881635,7309.434456011771
59,30,2.9160000054,2.9160000054,1.0,5.0,150.71032898871636,-33.713067523408796,150.70153628087283,-33.767386156881635,4180.17042075088
1,37,15.1440001368,15.1440001368,1.0,5.0,150.65954033838685,-33.76463588425669,150.68069821994774,-33.86824954154592,1049.9207621481
22,37,12.444000132000001,12.444000132000001,1.0,5.0,150.85516727889814,-33.872452551190825,150.68069821994774,-33.86824954154592,1000.0
30,37,11.268000048,11.268000048,1.0,5.0,150.70153628087286,-33.767386156881635,150.68069821994774,-33.86824954154592,1099.0415341893902
68,37,10.39200012,10.39200012,1.0,5.0,150.731762494932,-33.939902256718504,150.68069821994774,-33.86824954154592,1000.0
71,2,4.560000002,4.560000002,0.55,5.5,150.79430517125428,-34.06740555347495,150.82702102905145,-34.037570427086784,6900.86207544032
73,2,3.402000032,3.402000032,0.55,5.5,150.83783295152512,-34.00468676140211,150.82702102905145,-34.037570427086784,7182.60869565217
2,71,4.82162094160739,4.82162094160739,0.55,5.5,150.82700190385194,-34.03720943311158,150.7948246083165,-34.06711007917493,6900.86207544032
6,71,15.036000084000001,15.036000084000001,1.0,5.0,150.70032736933453,-34.14905329289731,150.7948246083165,-34.06711007917493,1000.0
24,71,3.563999988,3.563999988,1.0,5.0,150.73269801802024,-34.05099416380232,150.7948246083165,-34.06711007917493,2208.75420945708
40,71,17.772000228,17.772000228,1.0,5.0,150.78605687820377,-34.20540634395875,150.7948246083165,-34.06711007917493,1255.90816822265
67,71,17.2743219503422,17.2743219503422,0.1,6.0,150.6904692800095,-34.23216342790684,150.7948246083165,-34.06711007917493,3027.98851884914
2,73,2.7779999999999996,2.7779999999999996,0.55,5.5,150.82700190385194,-34.03720943311158,150.83753394186922,-34.004380949220796,7182.60869565217
27,73,5.3359999600000005,5.3359999600000005,0.55,5.5,150.8788151222352,-33.954671876611634,150.83753394186922,-34.004380949220796,7000.0
15,3,0.5680000032,0.5680000032,1.0,5.0,151.20323304787874,-33.898842578268415,151.19988360348216,-33.8725897523599,9415.094340904241
42,3,1.4039999916,1.4039999916,0.1,6.0,151.21170203773704,-33.831759151016456,151.19988360348216,-33.8725897523599,10178.57144059767
50,3,0.727999992,0.727999992,0.1,6.0,151.2203835731768,-33.880195681681954,151.19988360348216,-33.8725897523599,10797.945201327639
54,3,1.207999998,1.207999998,0.7000000000000001,5.333333333333333,151.17551168520993,-33.88006510360571,151.19988360348216,-33.8725897523599,10812.08054223684
3,15,0.34800000000000003,0.34800000000000003,1.0,5.0,151.1996607852661,-33.87241258259564,151.2032885986605,-33.89903444112682,7000.0
48,15,1.9300000136,1.9300000136,0.775,5.25,151.19114688907695,-33.93108454899217,151.2032885986605,-33.89903444112682,11500.0
50,15,1.0146666642666666,1.0146666642666666,0.7000000000000001,5.333333333333333,151.2203835731768,-33.880195681681954,151.2032885986605,-33.89903444112682,7000.0
54,15,1.8039999936,1.8039999936,1.0,5.0,151.17551168520993,-33.88006510360571,151.2032885986605,-33.89903444112682,5596.1066775498
74,15,0.8519999640000001,0.8519999640000001,1.0,5.0,151.23473917720767,-33.893100441141456,151.2032885986605,-33.89903444112682,2000.0
3,42,2.0599999684,2.0599999684,0.1,6.0,151.1996607852661,-33.87241258259564,151.2117154416015,-33.83211757618869,7500.0
19,42,2.5379999994,2.5379999994,1.0,5.0,151.19595732382848,-33.79106353019598,151.2117154416015,-33.83211757618869,4000.0
51,42,2.5720000002,2.5720000002,0.55,5.5,151.1769123666281,-33.81027163069877,151.2117154416015,-33.83211757618869,7345.679008640071
55,42,2.076000036,2.076000036,1.0,5.0,151.25906716325048,-33.78938407609615,151.2117154416015,-33.83211757618869,3000.0
3,50,0.683999996,0.683999996,0.1,6.0,151.1996607852661,-33.87241258259564,151.2203994472693,-33.880087367058096,7500.0
15,50,1.2306666813333333,1.2306666813333333,0.7000000000000001,5.333333333333333,151.20323304787874,-33.898842578268415,151.2203994472693,-33.880087367058096,7000.0
34,50,9.3840000528,9.3840000528,1.0,5.0,151.28213649810587,-33.8484003670584,151.2203994472693,-33.880087367058096,2411.76470919212
74,50,1.3943317554658676,1.3943317554658676,1.0,5.0,151.23473917720767,-33.893100441141456,151.2203994472693,-33.880087367058096,11184.43340337029
3,54,1.207999998,1.207999998,0.7000000000000001,5.333333333333333,151.1996607852661,-33.87241258259564,151.17559991758142,-33.88001722371531,10812.08054223684
15,54,1.8039999936,1.8039999936,1.0,5.0,151.20323304787874,-33.898842578268415,151.17559991758142,-33.88001722371531,5596.1066775498
32,54,0.5599999920000001,0.5599999920000001,0.1,6.0,151.1468026560306,-33.840722296181006,151.17559991758142,-33.88001722371531,6000.0
48,54,2.0400000228,2.0400000228,1.0,5.0,151.19114688907695,-33.93108454899217,151.17559991758142,-33.88001722371531,1000.0
77,54,1.7760000066000001,1.7760000066000001,1.0,5.0,151.14159647604734,-33.887772371968516,151.17559991758142,-33.88001722371531,9250.00000028409
22,4,5.429999975345285,5.429999975345285,0.55,5.5,150.85516727889814,-33.872452551190825,150.8538944104161,-33.798015890736664,4307.445716207801
28,4,3.373741934359,3.373741934359,0.55,5.5,150.91272654758998,-33.80308445160977,150.8538944104161,-33.798015890736664,6757.212711835381
36,4,4.047999963920001,4.047999963920001,0.55,5.5,150.8445477431561,-33.741650578115,150.8538944104161,-33.798015890736664,4217.94872101687
38,4,3.5199999934,3.5199999934,0.55,5.5,150.79178906392266,-33.78818059606899,150.8538944104161,-33.798015890736664,6823.83419496429
4,22,5.536860838728245,5.536860838728245,0.55,5.5,150.85409230258085,-33.798172952325345,150.85526380507818,-33.872235655902905,4224.83606425656
11,22,4.3259999634,4.3259999634,1.0,5.0,150.92446601399436,-33.92931300719187,150.85526380507818,-33.872235655902905,4561.48492129726
37,22,12.444000132000001,12.444000132000001,1.0,5.0,150.68069821994774,-33.868249541545914,150.85526380507818,-33.872235655902905,1000.0
38,22,9.372000024,9.372000024,1.0,5.0,150.79178906392266,-33.78818059606899,150.85526380507818,-33.872235655902905,1000.0
49,22,5.8407000060000005,5.8407000060000005,1.0,5.0,150.93037879819803,-33.8572186631437,150.85526380507818,-33.872235655902905,3181.33037553152
79,22,4.46260609202277,4.46260609202277,0.55,5.5,150.84992850222298,-33.92985679411409,150.85526380507818,-33.872235655902905,5141.00084421694
4,28,3.491000016,3.491000016,0.55,5.5,150.85409230258085,-33.798172952325345,150.91283408705524,-33.803103725113594,6867.04348730198
49,28,6.3479999868,6.3479999868,1.0,5.0,150.93037879819803,-33.8572186631437,150.91283408705524,-33.803103725113594,1128.5444274884699
53,28,3.38125518822688,3.38125518822688,0.55,5.5,150.9830216403038,-33.803075947382446,150.91283408705524,-33.803103725113594,7935.8388160534605
75,28,2.9700000114,2.9700000114,1.0,5.0,150.90861991056045,-33.77077035996871,150.91283408705524,-33.803103725113594,2845.3458326646805
