i_node,j_node,OD
1,73,10.725300009999996
1,74,5.939599999999999
1,75,42.66025000999999
1,76,4.35615
1,77,7.10505
1,78,0.48285
1,79,26.629000000999994
2,0,4.9857499999999995
2,1,6.570650004000001
2,3,4.753000004
2,4,4.484049951000001
2,5,1.2795
2,6,35.246250139
2,7,9.934650002999996
2,8,3.4096
2,9,0.8910500020000001
2,10,16.903149991
2,11,112.494450077
2,12,9.499100002
2,13,10.419199928000003
2,14,2.27700021
2,15,17.072050023
2,16,41.610550163000006
2,17,0.5687
2,18,24.527550092000002
2,19,1.5068
2,20,0.3484
2,21,0.7474500000000001
2,22,69.92720004600001
2,23,2.0903999989999997
2,24,154.42860060200005
2,25,3.557499994
2,26,0.667050062
2,27,176.94355039199996
2,28,4.1752499720000005
2,29,0.43754999899999997
2,30,5.4041000100000005
2,31,37.682400007
2,32,0.9345499989999999
2,33,2.5547500000000003
2,34,0.852
2,35,2.30035
2,36,14.678949829999997
2,37,10.610650021000001
2,38,13.637099975
2,39,4.919749998000001
2,40,16.377050065000002
2,41,1.036099999
2,42,2.924900002
2,43,0.2762
2,44,0.44470004100000005
2,45,15.561850006999999
2,46,0.8857499999999999
2,47,21.210400002999997
2,48,13.704650020000004
2,49,14.217400009
2,50,7.801950000000001
2,51,1.3912000000000002
2,52,0.25495
2,53,4.926200001000001
2,54,5.2830000020000005
2,55,1.3570501250000002
2,56,0.1001
2,57,0.75615
2,58,9.369499983999997
2,59,3.200600005
2,60,1.3243999929999999
2,61,6.2587500050000004
2,62,25.82775
2,63,2.1224999970000002
2,64,4.0280500009999995
2,65,19.743550012
2,66,1.42495
2,67,36.360500019999996
2,68,17.643250012
2,69,3.8248000000000006
2,70,0.42205000000000004
2,71,203.436800799
2,72,0.3404
2,73,294.56000113500005
2,74,8.469799993000002
2,75,6.911999917999999
2,76,10.596599994
2,77,6.873449999000002
2,78,0.131450012
2,79,127.52980010799999
3,0,223.43905015199994
3,1,87.62800005600002
3,2,21.610800098
3,4,9.012850019999997
3,5,124.729150106
3,6,8.270100036
3,7,79.04450008699999
3,8,60.155450005000006
3,9,3.3798500070000004
3,10,43.82565005500001
3,11,53.95880008100003
3,12,233.65160025300003
3,13,177.62945037100008
3,14,110.68105048900001
3,15,1027.7301510600005
3,16,7.568300034999999
3,17,20.905850033999997
3,18,13.182900054000003
3,19,249.0378003749999
3,20,2.12475
3,21,33.027700045
3,22,53.60940008499998
3,23,317.431900234
3,24,44.90640020599998
3,25,224.73135067799993
3,26,19.879000087999994
3,27,46.277400133
3,28,32.297250048000016
3,29,34.97285010600001
3,30,22.003250044999994
3,31,336.50650035399997
3,32,466.0344502389999
3,33,88.06850014999995
3,34,383.8448501580001
3,35,104.734750103
3,36,54.744000127000014
3,37,8.810450017
3,38,62.97730014100002
3,39,314.73345015900003
3,40,3.260250014
3,41,3.7110500050000006
3,42,1297.5718019800004
3,43,4.476250009
3,44,82.34770036399999
3,45,35.059150039
3,46,147.250500217
3,47,112.40135011799994
3,48,538.705050588
3,49,35.59445005399999
3,50,947.1655507449999
3,51,173.66915024899996
3,52,2.3455500039999997
3,53,75.627050082
3,54,1004.5774507349997
3,55,291.51895122999986
3,56,0.47535000000000005
3,57,73.73845006799996
3,58,51.42100014999999
3,59,9.971800019
3,60,9.801250016
3,61,161.04090016899994
3,62,97.86935000000001
3,63,68.13755020900001
3,64,350.3381001160002
3,65,27.661750028999997
3,66,33.78660004000001
3,67,32.27930000600001
3,68,7.390750012000002
3,69,184.22215026699996
3,70,5.283950009
3,71,36.02960016600001
3,72,13.811100013
3,73,29.937000135000005
3,74,1024.807400424
3,75,51.427050122
3,76,1240.3307005709994
3,77,1467.3329006900008
3,78,4.304000019
3,79,32.66400004900001
4,0,11.046399974
4,1,98.14064959199997
4,2,8.508749045
4,3,6.2559499989999985
4,5,2.493649997
4,6,1.594449818
4,7,46.30169987000001
4,8,10.37045
4,9,16.195499847
4,10,4.334199989999999
4,11,33.825649882
4,12,1.4040999959999998
4,13,229.60519957100004
4,14,1.115300113
4,15,4.634749999999999
4,16,3.3949496359999998
4,17,7.106699979000001
4,18,1.8036998739999999
4,19,1.177
4,20,0.958699999
4,21,3.1372999980000005
4,22,143.99469949000002
4,23,17.160199971999997
4,24,16.75769822500001
4,25,2.8984999999999994
4,26,0.105500011
4,27,21.371199232
4,28,70.39059986799998
4,29,0.5365
4,30,56.810349474999995
4,31,24.521099926
4,32,9.351849987
4,33,35.418199889
4,34,1.5799999969999998
4,35,11.295049977000003
4,36,429.8398494420001
4,37,10.781149906
4,38,247.998347893
4,39,1.33265
4,40,0.05005
4,41,5.841949976
4,42,4.019649996
4,43,9.868049959999999
4,44,2.337850241
4,45,3.4619499920000005
4,46,3.4765499989999995
4,47,11.410249967
4,48,3.2995
4,49,50.166399837
4,50,4.289350000000001
4,51,2.706799998
4,52,6.168849942000001
4,53,74.51714978999999
4,54,12.000999987000002
4,55,3.232450295
4,56,0.1384
4,57,8.378799981999999
4,58,2.9342500000000005
4,59,36.88329965399999
4,60,15.466349961
4,61,0.6085
4,62,6.9099
4,63,1.6324
4,64,12.563399978000001
4,65,20.552349935000002
4,66,13.353699963999999
4,67,5.11729998
4,68,4.172399988
4,69,1.7177
4,70,4.777499987000001
4,71,6.7971992310000005
4,72,2.9937499969999997
4,73,10.273798912
4,74,1.3740999969999999
4,75,98.379649881
4,76,6.158749993999999
4,77,15.941149970999998
4,78,0.20255002099999997
4,79,60.50484971999999
5,0,230.77870001199994
5,1,18.164900000000003
5,2,5.251049931
5,3,93.87820007299996
5,4,4.292300007
5,6,0.6862999919999999
5,7,76.869000001
5,8,127.70730000000002
5,9,4.228250001
5,10,93.03735002700003
5,11,14.756350000000003
5,12,19.757150003999996
5,13,273.5215502989999
5,14,149.51930032599995
5,15,22.641250008000007
5,16,1.6943499750000002
5,17,19.525500005000005
5,18,0.835549992
5,19,199.28189995799997
5,20,1.7038999999999997
5,21,77.03049998500003
5,22,6.9921000000000015
5,23,600.3263998479999
5,24,6.5552999120000015
5,25,59.119750026999995
5,26,27.226100060999997
5,27,7.683499947
5,28,17.698100018
5,29,12.052200003
5,30,7.751150000999999
5,31,316.81410007500006
5,32,80.58969998499998
5,33,117.53140005200001
5,34,29.377449999000003
5,35,242.405849981
5,36,64.06950009900001
5,37,1.3444
5,38,19.355050012000003
5,39,35.072750004
5,40,0.389699994
5,41,5.299649999999998
5,42,579.407949873
5,43,4.601100003000001
5,44,189.487700406
5,45,21.979250002999986
5,46,287.75834991500005
5,47,171.04640003200004
5,48,31.390200029
5,49,8.777349999999998
5,50,83.05660003399996
5,51,415.1148999029999
5,52,1.47085
5,53,34.96089999999998
5,54,28.598899998000014
5,55,262.05285055300004
5,56,0.7603000000000001
5,57,201.64059998500002
5,58,77.72205002500003
5,59,10.324050005
5,60,7.641600006
5,61,3.3595500000000005
5,62,44.879900000000006
5,63,64.08010001800002
5,64,255.90559993800002
5,65,9.208700000999999
5,66,54.25724999999998
5,67,3.738999998000001
5,68,1.56825
5,69,67.160700011
5,70,4.805350002000001
5,71,5.388899929000002
5,72,58.19264998899998
5,73,7.611549905000001
5,74,62.970499998999976
5,75,64.342100105
5,76,79.23250001300002
5,77,52.07269999099997
5,78,25.913750051999997
5,79,7.597000000999999
6,0,1.0609500000000003
6,1,2.614850001
6,2,27.049050105
6,3,2.5140000009999994
6,4,0.5495499939999999
6,5,0.31425000000000003
6,7,2.6864999999999997
6,8,0.3109
6,9,0.05
6,10,0.72975
6,11,8.663900000000003
6,12,3.5366499999999994
6,13,1.3433999910000003
6,14,0.100250009
6,15,1.0531500000000003
6,16,94.739900373
6,17,0.1506
6,18,0.9814
6,19,0.29025
6,20,0.09625
6,21,0.1004
6,22,4.9491
6,23,0.40565
6,24,101.57085037399999
6,25,1.247599999
6,26,0.0
6,27,9.582450022000002
6,28,0.723199994
6,29,0.23145
6,30,1.481600001
6,31,5.751500000000001
6,32,0.15189999999999998
6,33,0.20320000000000002
6,34,0.3475
6,35,0.30679999999999996
6,36,1.2272999820000001
6,37,2.178750002
6,38,1.801499999
6,39,0.8563
6,40,0.0
6,41,0.0
6,42,0.8968500000000001
6,43,5e-05
6,44,0.10025001000000001
6,45,1.8679
6,46,0.048
6,47,3.4549999999999996
6,48,3.750000006
6,49,1.64445
6,50,5.428949996
6,51,0.261
6,52,0.1733
6,53,1.0008000000000001
6,54,0.7941
6,55,0.42485003600000004
6,56,0.0
6,57,0.35275
6,58,0.2207
6,59,1.4308500020000001
6,60,0.151449998
6,61,0.8817999999999999
6,62,32.5702
6,63,0.8012
6,64,0.5744
6,65,2.25305
6,66,0.4248
6,67,34.557900016000005
6,68,10.003150007
6,69,0.5447000000000001
6,70,0.0
6,71,54.950850216
6,72,0.050300000000000004
6,73,20.675650072000003
6,74,0.8109000000000003
6,75,0.9639999870000001
6,76,2.1026
6,77,1.5808499999999999
6,78,0.050100005
6,79,8.175100003999999
7,0,330.87300010399997
7,1,193.65260017
7,2,20.076000077999996
7,3,51.79495004299998
7,4,62.109850104
7,5,70.34335000000002
7,6,3.690300014
7,8,142.60750000000004
7,9,14.250450029
7,10,97.51310004799998
7,11,125.452100069
7,12,34.31510000900001
7,13,640.5527007840001
7,14,20.792850047
7,15,36.99225003199999
7,16,4.859150016000001
7,17,57.751950029
7,18,8.768950032
7,19,17.175749999999997
7,20,9.356750003
7,21,48.20355000000001
7,22,248.6296001489999
7,23,647.836700026
7,24,48.800900176999995
7,25,69.77825006600001
7,26,4.439350010999999
7,27,49.914950081000015
7,28,528.7361004580001
7,29,7.484550007999999
7,30,90.36485018999998
7,31,331.451200132
7,32,198.863350003
7,33,322.6217001789999
7,34,8.15185
7,35,395.8621501089999
7,36,274.7665004790001
7,37,22.711750043000002
7,38,276.2737005570001
7,39,33.427450009000005
7,40,1.190700003
7,41,12.818550007999999
7,42,44.936400000000006
7,43,9.101050007
7,44,41.754750095000006
7,45,59.75015001900001
7,46,54.42685
7,47,339.992100153
7,48,29.253650031999985
7,49,265.68965017
7,50,21.820850014
7,51,33.32619999999999
7,52,6.552150010000001
7,53,866.1020503800004
7,54,91.42830004999996
7,55,43.544800099
7,56,1.71885
7,57,551.1782501600002
7,58,74.72665007
7,59,53.14905010899999
7,60,20.497550015000005
7,61,28.520450019000002
7,62,27.750099999999996
7,63,78.72665007199998
7,64,477.42435005799985
7,65,109.06495005200001
7,66,468.475500222
7,67,12.501450002
7,68,12.803750006999998
7,69,80.23230004999998
7,70,12.223300004999997
7,71,27.141400101
7,72,34.01934999999999
7,73,35.75900013099999
7,74,15.596800000000002
7,75,384.37675068400006
7,76,35.487400005999994
7,77,276.04490005199995
7,78,3.3364000050000002
7,79,93.50045005799997
8,0,104.30440000000002
8,1,6.4426
8,2,3.16735
8,3,45.39770001900001
8,4,5.09335
8,5,40.262299999999996
8,6,0.97045
8,7,61.28255
8,9,13.268150001
8,10,0.6010500000000001
8,11,5.3769
8,12,6.006800000000001
8,13,106.39545001300002
8,14,31.49315001600001
8,15,10.572050000000003
8,16,0.12355
8,17,27.0132
8,18,0.07845
8,19,33.23689999999999
8,20,2.30435
8,21,126.243049991
8,22,9.62025
8,23,49.383400000000016
8,24,8.91005
8,25,19.290250000000004
8,26,4.07815
8,27,2.3741499999999998
8,28,12.97025
8,29,0.35719999999999996
8,30,7.5412
8,31,64.916700001
8,32,10.0826
8,33,73.44000000499999
8,34,2.14175
8,35,126.58209999700003
8,36,18.985250006000005
8,37,0.6592500000000001
8,38,17.049599999999998
8,39,28.5292
8,40,0.05225
8,41,5.35065
8,42,53.88365
8,43,4.536199999999999
8,44,23.297450005
8,45,3.0478000000000005
8,46,104.14519999299998
8,47,17.30085
8,48,14.528999999999998
8,49,14.468199999999998
8,50,24.308600002000002
8,51,35.72664999999999
8,52,7.201900001
8,53,74.28450000000001
8,54,5.426150000000001
8,55,101.12515002900001
8,56,40.161100000000005
8,57,31.285399999999996
8,58,1.2453999999999998
8,59,8.2053
8,60,5.548850001
8,61,3.0715500000000002
8,62,0.1965
8,63,4.12985
8,64,24.803150000000002
8,65,4.268750000000001
8,66,25.918
8,67,0.1473
8,68,4.166550000000001
8,69,16.20165
8,70,2.7956
8,71,3.35635
8,72,144.408149996
8,73,1.0534000000000001
8,74,9.017449999999998
8,75,27.404850008000004
8,76,25.923299999999998
8,77,7.629149999999999
8,78,3.701350001
8,79,6.568599999999999
9,0,0.9657500000000001
9,1,62.132350042
9,2,0.253
9,3,0.6034
9,4,5.199400002
9,5,0.39735
9,6,0.04655
9,7,2.5196000000000005
9,8,4.8798499999999985
9,10,0.0
9,11,0.77895
9,12,0.30069999999999997
9,13,44.99655003100001
9,14,0.0502
9,15,0.3498
9,16,0.24265
9,17,3.021850001
9,18,1.223800003
9,19,0.32055
9,20,4.372150002
9,21,0.58995
9,22,3.5096999999999996
9,23,2.08795
9,24,1.6583500029999998
9,25,0.0
9,26,0.05045
9,27,0.35964999999999997
9,28,3.094850001
9,29,0.0
9,30,42.284950084
9,31,2.42415
9,32,0.24119999999999997
9,33,8.346100004999998
9,34,0.0
9,35,3.22105
9,36,59.52090004499998
9,37,4.884750009
9,38,32.151450056
9,39,0.22450000000000003
9,40,0.0
9,41,25.229150029
9,42,0.47775
9,43,37.888500033
9,44,0.1488
9,45,0.0475
9,46,0.6066
9,47,0.8495999999999999
9,48,0.14625
9,49,2.1949
9,50,0.25465
9,51,0.7041
9,52,63.187100128
9,53,3.399600000000001
9,54,0.4495
9,55,0.1995
9,56,0.0
9,57,0.72115
9,58,0.0
9,59,48.73560010200001
9,60,10.197250008000001
9,61,0.19965
9,62,0.4182
9,63,0.0
9,64,1.63285
9,65,0.83935
9,66,1.1967
9,67,0.14555
9,68,1.9581
9,69,0.14905000000000002
9,70,20.166350012000002
9,71,0.1467
9,72,0.78835
9,73,0.19315
9,74,0.0501
9,75,11.407150008
9,76,0.45764999999999995
9,77,1.07385
9,78,0.0526
9,79,1.5575
10,0,106.71569995300003
10,1,1.054349837
10,2,10.952099982
10,3,5.197650000999999
10,4,0.7239
10,5,8.8741
10,6,1.531699995
10,7,37.127950000999995
10,8,1.3142500000000001
10,9,0.135049842
10,11,58.82745000000002
10,12,35.59764998600001
10,13,2.04645
10,14,0.24905
10,15,2.9972499999999993
10,16,2.650150001
10,17,0.31889999999999996
10,18,4.1245499930000005
10,19,0.9925499999999999
10,20,0.26639999999999997
10,21,0.6955
10,22,9.024650000000005
10,23,34.786449993
10,24,13.767249997000002
10,25,38.436749985
10,26,0.463049112
10,27,44.37934999899999
10,28,3.14275
10,29,4.649049999999999
10,30,0.569749828
10,31,156.308399926
10,32,5.9514499999999995
10,33,1.30705
10,34,0.6889500000000001
10,35,6.40835
10,36,1.7347499999999998
10,37,1.464099437
10,38,2.1869493689999997
10,39,5.3795
10,40,0.32629999899999995
10,41,0.0436
10,42,0.6742
10,43,0.177
10,44,0.645548467
10,45,22.440799991
10,46,5.840250000999999
10,47,214.84154991699998
10,48,6.98095
10,49,19.62415
10,50,6.345599999999999
10,51,1.2371
10,52,0.043649923
10,53,11.253300000000003
10,54,5.1042499999999995
10,55,0.14140000000000003
10,56,0.09925
10,57,5.9193999999999996
10,58,81.21604996400002
10,59,0.19285
10,60,0.1945
10,61,13.714649999000004
10,62,4.83345
10,63,36.687149983000005
10,64,47.83624998500002
10,65,30.522950000999995
10,66,2.8498
10,67,4.519599997000001
10,68,5.59595
10,69,18.576799993
10,70,0.0484
10,71,11.047499993
10,72,0.54355
10,73,17.157599991
10,74,4.816949999
10,75,1.8202500000000001
10,76,6.727999998999999
10,77,42.18184998700001
10,78,0.7904481929999998
10,79,16.324699998999996
11,0,47.402299991
11,1,67.09050003699998
11,2,246.16635073399993
11,3,17.218450010999995
11,4,24.29295001099999
11,5,1.2968499999999998
11,6,28.479150085
11,7,116.681099991
11,8,10.6117
11,9,4.661000006
11,10,67.278099983
11,12,46.16774998999998
11,13,42.127700018
11,14,8.061200551
11,15,36.27145002199999
11,16,48.402600143
11,17,2.0459500000000004
11,18,43.054950125
11,19,8.374450001999998
11,20,1.2614500000000002
11,21,1.58555
11,22,892.6843498709998
11,23,9.8397
11,24,357.634451056
11,25,19.684649998999998
11,26,0.7105500469999999
11,27,916.2408009540001
11,28,50.41000000799999
11,29,16.469649997999998
11,30,36.011750049
11,31,213.785249935
11,32,4.816999999999999
11,33,9.587100000000003
11,34,17.764999985999996
11,35,11.669950000000002
11,36,87.45875006299997
11,37,43.15770005400001
11,38,121.43965015599997
11,39,15.686849999000003
11,40,11.814800035
11,41,1.5432
11,42,22.361800004
11,43,3.81125
11,44,2.48110017
11,45,157.28259995700003
11,46,2.2965499999999994
11,47,229.556649932
11,48,52.555800044
11,49,231.584699984
11,50,44.401950006
11,51,1.8781000000000005
11,52,2.352500001
11,53,76.025499992
11,54,8.908800003000001
11,55,8.554000579999997
11,56,0.15
11,57,14.294899999000002
11,58,59.66509999199998
11,59,12.336100014000003
11,60,1.48495
11,61,29.166300007000007
11,62,37.4428
11,63,16.19225
11,64,26.397899998999996
11,65,353.332549955
11,66,18.62634999999999
11,67,84.26925002400002
11,68,62.58449999499999
11,69,38.018299989999996
11,70,1.8107000000000002
11,71,276.48165083200007
11,72,1.40065
11,73,369.9709510509999
11,74,61.19584995200002
11,75,56.02770003599997
11,76,75.57864995600002
11,77,27.238600001000002
11,78,0.050050002999999996
11,79,552.2910499789999
12,0,129.36784992900002
12,1,8.561200002
12,2,9.961850028
12,3,69.39209999999999
12,4,0.92595
12,5,12.047399999999996
12,6,5.217050014
12,7,16.31495
12,8,21.154399999999992
12,9,0.5580499999999999
12,10,119.74189993200002
12,11,53.7861
12,13,3.1286
12,14,9.26485002
12,15,108.27919998500003
12,16,3.0448000080000006
12,17,2.3438999999999997
12,18,4.288700012
12,19,19.900700004999997
12,20,0.33025
12,21,3.5195500010000003
12,22,23.7762
12,23,25.887449994000008
12,24,15.654800042
12,25,405.89069981100005
12,26,1.5781500030000002
12,27,42.755300041000005
12,28,5.157699999999999
12,29,43.798299978
12,30,2.795700004
12,31,710.8636995660003
12,32,19.11459998999999
12,33,2.1306999999999996
12,34,28.665449975
12,35,5.5413499999999996
12,36,4.933650003
12,37,3.237100002
12,38,6.445650006999999
12,39,76.669049943
12,40,1.4784000050000001
12,41,0.0501
12,42,26.613850006
12,43,0.20535
12,44,7.120700016999999
12,45,33.933199984000005
12,46,8.574350003
12,47,118.840699944
12,48,177.96079999999998
12,49,8.534550000000001
12,50,93.36029997699997
12,51,12.101450002
12,52,0.657850001
12,53,7.809300000000001
12,54,42.040899998000015
12,55,12.687500027999999
12,56,0.22335
12,57,5.546799999999999
12,58,84.17679996300001
12,59,2.586000004
12,60,0.2229
12,61,353.0105498480001
12,62,44.0899
12,63,110.34559994399999
12,64,63.38154996800003
12,65,18.614999997
12,66,1.4059499999999998
12,67,6.8289500000000025
12,68,3.7699500000000006
12,69,392.1600998020001
12,70,0.046
12,71,17.206200048
12,72,4.969500001000001
12,73,13.218500040000004
12,74,62.09654994800002
12,75,4.964250002999999
12,76,129.297299896
12,77,135.52054993199997
12,78,0.889700001
12,79,22.867849999999994
13,0,20.790649965000004
13,1,176.34819962400002
13,2,9.756499376999997
13,3,22.892550009000022
13,4,114.53249997000002
13,5,62.88334996600001
13,6,1.9644498930000003
13,7,246.04064967100007
13,8,199.08499999000009
13,9,84.907899629
13,10,9.555099984000002
13,11,34.83704991799999
13,12,6.210899988999999
13,14,24.036250521000003
13,15,10.019500005000005
13,16,4.922149575000001
13,17,113.31924982599998
13,18,8.495999449000001
13,19,19.793499995
13,20,24.76304998
13,21,90.182149973
13,22,124.66079968400005
13,23,147.91254989799998
13,24,25.512898725000007
13,25,12.093400000000003
13,26,4.543200194999999
13,27,26.15054958400001
13,28,296.10914969899994
13,29,0.63925
13,30,102.88769944799999
13,31,29.901399944999994
13,32,34.087249978999985
13,33,1305.1575983540004
13,34,4.849699998
13,35,517.0661996610002
13,36,941.1453499330001
13,37,24.859999870999996
13,38,402.16744823199997
13,39,9.719799995
13,40,0.41539999299999997
13,41,114.588999815
13,42,69.08754998100002
13,43,67.42719989199999
13,44,40.83145116100001
13,45,11.369649980999998
13,46,73.529799976
13,47,21.906849971000003
13,48,11.358350008000004
13,49,125.34619965000002
13,50,13.415300007000003
13,51,32.51959999400002
13,52,59.657949755
13,53,434.6481493730001
13,54,17.958749999999988
13,55,32.955601256
13,56,2.9795499999999997
13,57,139.93214987199997
13,58,4.662800000000002
13,59,99.32769949300001
13,60,135.513499949
13,61,3.9305500010000003
13,62,7.6716500000000005
13,63,5.0467500009999995
13,64,38.61019995200001
13,65,39.85789992
13,66,272.23879970999985
13,67,9.165999973999998
13,68,9.281749976
13,69,8.477549988
13,70,73.43974993900001
13,71,15.233149229999999
13,72,76.181949975
13,73,18.935648853
13,74,10.866699995000003
13,75,879.8604999259999
13,76,16.446949995
13,77,44.299749965000004
13,78,5.671100300000001
13,79,58.512649803999984
14,0,6.553450002
14,1,2.88620002
14,2,0.8938000150000001
14,3,129.8903504959999
14,4,0.6631000090000001
14,5,45.91495000599999
14,6,0.047200001
14,7,6.335800001
14,8,58.511500002000005
14,9,0.706300017
14,10,1.408598491
14,11,0.9697500059999999
14,12,3.0239500019999994
14,13,19.034650121
14,15,11.35755004
14,16,1.146250019
14,17,13.048650007
14,18,0.134850001
14,19,198.12480010699997
14,20,1.4086999999999998
14,21,40.52290001899999
14,22,0.6241000020000002
14,23,53.43155000999999
14,24,0.4911000089999999
14,25,4.975383718000001
14,26,21.415800037000004
14,27,0.828350007
14,28,1.2247000129999999
14,29,0.37424877500000003
14,30,0.349850008
14,31,3.0574500009999994
14,32,9.294050001
14,33,15.486300011000003
14,34,2.459100003
14,35,24.611500007
14,36,4.60285007
14,37,0.145000002
14,38,1.1674000240000002
14,39,3.3976979699999994
14,40,0.0
14,41,0.8519000050000001
14,42,217.949550131
14,43,1.5859000019999998
14,44,255.006700432
14,45,1.09995
14,46,138.47025007599999
14,47,8.132850004
14,48,6.281750021
14,49,0.940950004
14,50,26.984100089000002
14,51,126.379250063
14,52,1.287800031
14,53,2.93
14,54,10.861650027000001
14,55,675.1489510849999
14,56,0.5026
14,57,15.390100003000002
14,58,1.348495587
14,59,2.17600005
14,60,1.337450001
14,61,1.997950004
14,62,7.01155
14,63,1.892143809
14,64,13.093900000999996
14,65,2.423300004
14,66,3.322
14,67,0.47985000099999997
14,68,0.420300003
14,69,2.410749343
14,70,0.5973
14,71,0.6117500100000001
14,72,48.56440003100001
14,73,1.3573000219999998
14,74,7.718700006000001
14,75,6.830000101999999
14,76,6.021050005999999
14,77,4.452000003000001
14,78,58.185250102
14,79,1.017000006
15,0,100.65915007299995
15,1,14.934450008000002
15,2,10.403250046999997
15,3,710.0659007520002
15,4,5.248200009000002
15,5,35.30755002399998
15,6,0.8576500010000001
15,7,38.520800034
15,8,32.427700001000005
15,9,1.415300003
15,10,30.620800035
15,11,37.694550061
15,12,255.820950285
15,13,82.06165016600004
15,14,34.46290014799999
15,16,4.730800018999999
15,17,5.795550006000001
15,18,5.992300022999999
15,19,49.512600068999994
15,20,1.2539000009999999
15,21,11.881050013999996
15,22,32.569950049
15,23,76.50135005300004
15,24,26.615650114000005
15,25,113.53195034000001
15,26,6.603450029000001
15,27,37.534000097
15,28,17.040750022999998
15,29,17.953650054
15,30,9.220200019
15,31,268.6697502979998
15,32,113.13240004899998
15,33,38.57665006599999
15,34,122.87060004500002
15,35,34.639400026999986
15,36,27.023000060999994
15,37,3.007800005
15,38,21.259150043000005
15,39,147.8761000649999
15,40,0.512650002
15,41,2.9308000050000005
15,42,195.3358002740001
15,43,2.9323000040000005
15,44,30.699800139
15,45,20.345750021
15,46,34.941100047
15,47,56.65285005099999
15,48,456.5545504950002
15,49,21.298150030000006
15,50,354.74865031700017
15,51,31.995650032
15,52,1.7269000030000001
15,53,34.79150003200001
15,54,467.0144003670002
15,55,69.69035029499999
15,56,0.2868
15,57,24.424050023999992
15,58,32.898250093999984
15,59,4.810550010000001
15,60,2.4783500050000002
15,61,213.249450229
15,62,45.875199999999985
15,63,50.280700148
15,64,104.55550003000002
15,65,21.341850022999992
15,66,15.751400015000005
15,67,13.053450007999999
15,68,5.9056000079999995
15,69,130.071650181
15,70,1.0066000000000002
15,71,17.382000078
15,72,4.420300003
15,73,19.080700085000007
15,74,291.41105011600007
15,75,27.941400064000003
15,76,645.0921503140002
